MIAC Championships,Kyle Froeber,Bethel University,28:45,131,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Nick Peterson,Saint John's University,28:47,132,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andrew Labeau,Hamline University,28:48,133,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Gus Demann,St. Olaf College,28:49,134,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Connor Franta,Saint John's University,28:51,135,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Weiner,Gustavus Adolphus College,28:56,136,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Lucas Foley,St. Olaf College,28:59,137,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Ehlers,Concordia College,28:59,138,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Bill Grimm,Carleton College,29:01,139,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Fraase,Concordia College,29:02,140,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Stewart,Bethel University,29:02,141,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Max Tusa,Saint John's University,29:02,142,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,James McLean,Saint John's University,29:04,143,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ian O'Neill,St. Olaf College,29:05,144,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Amundson,Concordia College,29:07,145,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Jorgenson,Gustavus Adolphus College,29:10,146,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Gerber,Augsburg College,29:12,147,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Harrison Hitt,Bethel University,29:12,148,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mark Riegel,Macalester College,29:13,149,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Willie Versen,Saint John's University,29:13,150,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Hardt,Carleton College,29:16,151,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Schuyler Canfield,Gustavus Adolphus College,29:18,152,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Philpot,Saint John's University,29:21,153,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Matt Carlson,Gustavus Adolphus College,29:23,154,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Carl Petri,Macalester College,29:29,155,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Miles Ross,St. Olaf College,29:31,156,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Biggers,Macalester College,29:33,157,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cristian Raether,Gustavus Adolphus College,29:34,158,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Leonard,University Of St. Thomas,29:37,159,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Sutley,Macalester College,29:38,160,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Rothfusz,Concordia College,29:40,161,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cooper Dodds,Carleton College,29:40,162,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Tim Peterson,Concordia College,29:43,163,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Zach Bice,St. Olaf College,29:46,164,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Conner Griffin,Saint John's University,29:46,165,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cole Volkman,Saint Mary's University,29:50,166,2011,"Como Park Golf Course, St. Paul"
